Crash Severity Description,Reportnumber,CollisionImpact Description,Crash County Description,Large Vehicle Involved,Motorcycle Crash,Non-Motorist Crash,Person ID Contribs,PersonID NM,PersonID NMSafetyEquip,PersonID Occ,RoadName,Unrestrained Occupants,VehicleID Damage,VehicleID Sequence,VehicleID,Work Zone Crash,CrashPoint,Latitude (generated),Longitude (generated)
Property Damage Crashes,MSP7875002G,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,*,LANDOVER RD,No,*,*,*,No,Point,38.917364070,-76.851520905
Property Damage Crashes,MSP7875002B,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,*,CRAIN HWY,No,*,*,*,No,Point,38.868973020,-76.721826977
Property Damage Crashes,MSP7875001Y,Single Vehicle,Prince George's,No,No,No,,,,a9e3e54c-76e5-472b-8d8d-8f46e12c9a3b,BALTIMORE WASHINGTON PKWY (SB/L),No,0a126bb5-5f67-4878-a8ac-aa4163bfc6f6,0a126bb5-5f67-4878-a8ac-aa4163bfc6f6,0a126bb5-5f67-4878-a8ac-aa4163bfc6f6,No,Point,38.991385072,-76.886801737
Property Damage Crashes,MSP7875001V,Single Vehicle,Prince George's,Yes,No,No,,,,f585b486-9353-464a-b117-a7b0f6533358,CRAIN HWY,No,a7b1214c-c30d-4496-b14a-5a075f9b6316,a7b1214c-c30d-4496-b14a-5a075f9b6316,a7b1214c-c30d-4496-b14a-5a075f9b6316,No,Point,38.928213349,-76.716481664
Property Damage Crashes,MSP7875001T,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,*,,No,*,*,*,No,Point,38.923663311,-76.717338316
Property Damage Crashes,MSP7875001S,Single Vehicle,Prince George's,No,No,No,,,,2290bf5b-b1aa-4810-97f8-49c8deee9646,BRANCH AVE,No,47958b89-0db1-4e57-b61a-be31a46c74ff,47958b89-0db1-4e57-b61a-be31a46c74ff,47958b89-0db1-4e57-b61a-be31a46c74ff,No,Point,38.767978363,-76.884633320
Property Damage Crashes,MSP7875001R,Front to Rear,Prince George's,No,No,No,,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,38.808377774,-76.971180883
Property Damage Crashes,MSP7875001N,Front to Rear,Prince George's,No,No,No,,,,*,CRAIN HWY,No,*,*,*,No,Point,38.674361639,-76.875931675
Property Damage Crashes,MSP7875001L,Front to Rear,Prince George's,No,No,No,,,,*,BRANCH AVE,No,*,*,*,No,Point,38.729647350,-76.881360185
Property Damage Crashes,MSP7875001K,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,*,CAPITAL BELTWAY (SB LOCAL),No,*,*,*,No,Point,38.806540071,-76.990225251
Property Damage Crashes,MSP7875001G,Front to Rear,Prince George's,No,Yes,No,,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,38.819514431,-76.926211565
Property Damage Crashes,MSP7875001F,Front to Rear,Prince George's,No,No,No,,,,*,CRAIN HWY (SB/L),No,*,*,*,No,Point,38.785985789,-76.791607201
Property Damage Crashes,MSP7872004X,Front to Rear,Prince George's,No,No,No,556065a6-458e-40be-a6cb-3bd57988f16a,,,*,CRAIN HWY,No,*,*,*,No,Point,38.977596725,-76.713468358
Property Damage Crashes,MSP7872004W,Front to Rear,Prince George's,No,No,No,f3597e6b-3789-4c19-be67-93d2e8caca5b,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,38.808511376,-76.970310274
Property Damage Crashes,MSP7872004L,Front to Rear,Prince George's,No,No,No,6d9c498f-208e-4d62-acc4-19e6b7032141,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,38.817725854,-76.937311226
Property Damage Crashes,MSP7872004K,Single Vehicle,Prince George's,No,No,No,,,,b67549af-16ed-4847-92ef-e7f503169be0,CAPITAL BELTWAY,No,42fef8ea-634e-4aee-b5d6-32c7176d5dbb,42fef8ea-634e-4aee-b5d6-32c7176d5dbb,42fef8ea-634e-4aee-b5d6-32c7176d5dbb,No,Point,38.817885117,-76.942757655
Property Damage Crashes,MSP7872004J,Single Vehicle,Prince George's,No,No,No,55d15c5e-ff57-4d81-b5ba-fbe9751a4988,,,55d15c5e-ff57-4d81-b5ba-fbe9751a4988,BRANCH AVE (SB/L),No,b0ae6243-ed6f-407b-8877-957e06234158,b0ae6243-ed6f-407b-8877-957e06234158,b0ae6243-ed6f-407b-8877-957e06234158,No,Point,38.728668310,-76.881703333
Property Damage Crashes,MSP7872004H,Single Vehicle,Prince George's,No,No,No,,,,079408b3-6632-489a-9ae0-657b480a118a,BRANCH AVE,No,bb904dbc-0849-4279-8568-d16f1f51ade4,bb904dbc-0849-4279-8568-d16f1f51ade4,bb904dbc-0849-4279-8568-d16f1f51ade4,No,Point,38.712367544,-76.877805216
Property Damage Crashes,MSP7872004B,Front to Rear,Prince George's,No,No,No,af61d429-7c22-4668-9650-15b9b1fada95,,,*,CAPITAL BELTWAY (SB/L),No,*,*,*,No,Point,38.930786839,-76.854744976
Property Damage Crashes,MSP7872003Y,Single Vehicle,Prince George's,No,No,No,9d5a5fd3-58b2-48f3-b6dd-9ca9aea3df35,,,9d5a5fd3-58b2-48f3-b6dd-9ca9aea3df35,CAPITAL BELTWAY (SB/L),No,6a6b61cd-a951-46ba-b22d-6acc9d5a45bf,6a6b61cd-a951-46ba-b22d-6acc9d5a45bf,6a6b61cd-a951-46ba-b22d-6acc9d5a45bf,No,Point,38.848803211,-76.861260833
Property Damage Crashes,MSP7872003X,Angle,Prince George's,No,No,No,f24e3c1e-5a24-4529-8f75-986232e43147,,,*,CAPITAL BELTWAY (SB/L),No,*,*,*,No,Point,38.818701298,-76.931587474
Property Damage Crashes,MSP7872003W,"Sideswipe, Same Direction",Prince George's,No,No,No,3c312dc0-003a-4158-ac8c-b7157eec0c82,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,38.946534972,-76.858771636
Property Damage Crashes,MSP7872003S,Front to Rear,Prince George's,No,No,No,14743ca3-dc5d-4220-8d7e-f267b60332ea,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,38.923887790,-76.853455823
Property Damage Crashes,MSP7872003K,Angle,Prince George's,No,No,No,123cd509-0faa-4119-b72d-d3aad1685391,,,*,LARGO RD (SB/L),No,*,*,*,No,Point,38.871848031,-76.781589281
Property Damage Crashes,MSP7872003J,"Sideswipe, Same Direction",Prince George's,No,No,No,41d03795-c855-4b92-92c5-78a55d2c0293,,,*,CAPITAL BELTWAY (SB LOCAL),No,*,*,*,No,Point,38.801460134,-77.002779179
Property Damage Crashes,MSP7872003H,Angle,Prince George's,No,No,No,,,,*,CRAIN HWY (SB/L),No,*,*,*,No,Point,38.923635030,-76.717350749
Property Damage Crashes,MSP7872003F,Front to Rear,Prince George's,No,No,No,81638660-b9c6-4ee3-a6c5-913289c1d57f,,,*,BRANCH AVE (SB/L),No,*,*,*,No,Point,38.702951809,-76.876512224
Property Damage Crashes,MSP7872003D,Single Vehicle,Prince George's,No,No,No,a1a5e44d-b259-4b70-86bc-27e14bbf81c3,,,a1a5e44d-b259-4b70-86bc-27e14bbf81c3,RAMP 6 FR MD 4 EB TO OLD CRAIN HWY SB,No,fbfd32f8-1907-4bff-9674-3971ea2aeff7,fbfd32f8-1907-4bff-9674-3971ea2aeff7,fbfd32f8-1907-4bff-9674-3971ea2aeff7,No,Point,38.810967843,-76.767842196
Property Damage Crashes,MSP7872003B,"Sideswipe, Same Direction",Prince George's,No,No,No,49f450fe-2d5a-4def-9faf-727a46ab3a17,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,38.921356903,-76.852635985
Property Damage Crashes,MSP7872002W,"Sideswipe, Same Direction",Prince George's,No,No,No,f32f4802-04f4-4c0e-a259-19fc1e22bcf0,,,*,CRAIN HWY,No,*,*,*,No,Point,38.691731162,-76.872045322
Property Damage Crashes,MSP7872002P,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,*,BRANCH AVE (SB/L),No,*,*,*,No,Point,38.815815499,-76.915191261
Property Damage Crashes,MSP7872002N,"Sideswipe, Same Direction",Prince George's,No,No,No,0052767b-2acc-44b5-932c-6e3705ae937d,,,*,BRANCH AVE,No,*,*,*,No,Point,38.789908347,-76.897393502
Property Damage Crashes,MSP7872002M,Single Vehicle,Prince George's,No,No,No,,,,*,BRANCH AVE,No,*,*,*,No,Point,38.798491688,-76.901361346
Property Damage Crashes,MSP7872002L,"Sideswipe, Same Direction",Prince George's,Yes,No,No,5b95aa3d-0b1d-4319-a478-51846c6aa4b4,,,*,OLD INDIAN HEAD RD,No,*,*,*,No,Point,38.739434087,-76.820520163
Property Damage Crashes,MSP7872002K,Front to Rear,Prince George's,No,No,No,e79bf35e-d2d8-47bc-9069-f93012b736e9,,,*,BRANCH AVE (SB/L),No,*,*,*,No,Point,38.739709764,-76.879329088
Property Damage Crashes,MSP7872002J,Single Vehicle,Prince George's,No,No,No,ae10181e-a7fe-43f6-846a-5db84b7f0005,,,ae10181e-a7fe-43f6-846a-5db84b7f0005,CAPITAL BELTWAY (NB LOCAL),No,72e3f230-3b61-42bc-93bc-53aeae6af77d,72e3f230-3b61-42bc-93bc-53aeae6af77d,72e3f230-3b61-42bc-93bc-53aeae6af77d,No,Point,38.792408332,-77.036475007
Property Damage Crashes,MSP7872002H,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,*,CAPITAL BELTWAY (SB/L),No,*,*,*,No,Point,38.817803626,-76.946558007
Property Damage Crashes,MSP7872002G,Front to Rear,Prince George's,No,No,No,964d7ba6-8777-4a77-9ca2-312af3771fe1,,,*,RAMP 8 FR IS 95 SB TO MD 4 WB,No,*,*,*,No,Point,38.841460384,-76.866203937
Property Damage Crashes,MSP7872002D,Front to Rear,Prince George's,No,No,No,eabe826a-ad08-46b2-8910-08b6140f68ca,,,*,BRANCH AVE,No,*,*,*,No,Point,38.815142002,-76.913998348
Property Damage Crashes,MSP7872002C,"Sideswipe, Same Direction",Prince George's,Yes,No,No,454bb839-7aba-4f78-b0d6-da32e9b8c4c3,,,*,RAMP 4 FR IS 95 NB TO MD 221A EB,No,*,*,*,No,Point,38.865542999,-76.845809222
Property Damage Crashes,MSP7872001Y,"Sideswipe, Same Direction",Prince George's,No,No,No,e06ba98e-1517-47bd-af63-1e3ca54c03bd,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,38.873046429,-76.843487942
Property Damage Crashes,MSP7872001X,Single Vehicle,Prince George's,No,No,No,4c0c40c0-04fb-41cd-b740-964adbd52f1b,,,4c0c40c0-04fb-41cd-b740-964adbd52f1b,CENTRAL AVE,No,981619f0-c5de-41a1-892f-19abed98e681,981619f0-c5de-41a1-892f-19abed98e681,981619f0-c5de-41a1-892f-19abed98e681,No,Point,38.899011179,-76.823683284
Property Damage Crashes,MSP7872001Q,"Sideswipe, Opposite Direction",Prince George's,No,No,No,292476e9-a23c-4c88-a862-15c5f0f25293,,,*,CRAIN HWY,No,*,*,*,No,Point,38.901516650,-76.717547008
Property Damage Crashes,MSP7872001M,Front to Rear,Prince George's,No,No,No,ad85aa53-df23-4b0b-9ead-7f65802d6c56,,,*,CRAIN HWY (SB/L),No,*,*,*,No,Point,38.735573150,-76.825684150
Property Damage Crashes,MSP7872001J,Single Vehicle,Prince George's,No,No,No,1170f2cd-e23c-4a8e-bbe3-2c70266d8274,,,1170f2cd-e23c-4a8e-bbe3-2c70266d8274,CRAIN HWY,No,8d6c2704-6afd-41da-86e9-291bbe18a808,8d6c2704-6afd-41da-86e9-291bbe18a808,8d6c2704-6afd-41da-86e9-291bbe18a808,No,Point,38.792123330,-76.772371694
Property Damage Crashes,MSP7872001H,Other,Prince George's,No,No,No,77664b3b-9588-4d83-a080-6e2140250fba,,,*,CROOM STATION RD,No,*,*,*,No,Point,38.797475408,-76.761370955
Property Damage Crashes,MSP7872001F,Front to Rear,Prince George's,No,No,No,9203b452-08b8-424b-ab9a-0a1a59701e00,,,*,CAPITAL BELTWAY (SB/L),No,*,*,*,No,Point,38.807166454,-76.981847921
Property Damage Crashes,MSP7872001D,Other,Prince George's,No,No,No,1ec20726-6026-45d6-be20-39d77c6be9a6,,,*,OLD INDIAN HEAD RD,No,*,*,*,No,Point,38.739324621,-76.820368032
Property Damage Crashes,MSP7872001B,Front to Rear,Prince George's,No,No,No,*,,,*,CRAIN HWY,No,*,*,*,No,Point,38.948291672,-76.717686035
Property Damage Crashes,MSP7871004G,Single Vehicle,Prince George's,No,No,No,,,,201c6ec3-8817-449a-9e22-9ed8c02343c7,RAMP 5 FR IS 95 SB TO IS 595 EB,No,2a221a45-5d03-4609-adf7-4962faae53e5,2a221a45-5d03-4609-adf7-4962faae53e5,2a221a45-5d03-4609-adf7-4962faae53e5,No,Point,38.944860128,-76.857201504
Property Damage Crashes,MSP7871004D,Unknown,Prince George's,No,No,No,,,,590afc12-39af-4769-b94d-93f61efc650b,JOHN HANSON HWY (WB/L),No,d6ab91d4-81de-4899-811c-3030d314d49e,d6ab91d4-81de-4899-811c-3030d314d49e,d6ab91d4-81de-4899-811c-3030d314d49e,No,Point,38.952829947,-76.745019844
Property Damage Crashes,MSP7871004C,Angle,Prince George's,No,No,No,,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,39.021267261,-76.945185109
Property Damage Crashes,MSP7871003Y,Front to Rear,Prince George's,Yes,No,No,,,,*,NO NAME (SB/L),No,*,*,*,No,Point,39.022991596,-76.948462755
Property Damage Crashes,MSP7871003Q,Front to Rear,Prince George's,No,No,No,,,,*,RAMP 3 FR IS 495 EB TO IS 95X NB,No,*,*,*,No,Point,39.019000775,-76.959606788
Property Damage Crashes,MSP7871003P,Single Vehicle,Prince George's,No,No,No,,,,*,NO NAME,No,51e17b91-f70e-4f88-a6c4-cbc7780f454c,51e17b91-f70e-4f88-a6c4-cbc7780f454c,51e17b91-f70e-4f88-a6c4-cbc7780f454c,No,Point,39.108090440,-76.881528772
Property Damage Crashes,MSP7871002S,Front to Rear,Prince George's,No,No,No,,,,*,CAPITAL BELTWAY (SB/L),No,*,*,*,No,Point,38.983459869,-76.878483346
Property Damage Crashes,MSP7871002R,Front to Rear,Prince George's,No,No,No,,,,*,NO NAME,No,*,*,*,No,Point,39.032645646,-76.943806360
Property Damage Crashes,MSP7871002K,Front to Rear,Prince George's,No,No,No,,,,*,JOHN HANSON HWY (WB/L),No,*,*,*,No,Point,38.931813115,-76.895686537
Property Damage Crashes,MSP7871002H,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,*,JOHN HANSON HWY (WB/L),No,*,*,*,No,Point,38.918889648,-76.932253597
Property Damage Crashes,MSP7871002F,Single Vehicle,Prince George's,No,No,No,,,,2e7acbec-8d27-4053-be56-032fc53850ec,JOHN HANSON HWY (WB/L),No,0156207f-6cbe-4783-bda3-63fb028972d7,0156207f-6cbe-4783-bda3-63fb028972d7,0156207f-6cbe-4783-bda3-63fb028972d7,No,Point,38.945196084,-76.773361278
Property Damage Crashes,MSP7871002B,Single Vehicle,Prince George's,No,No,No,,,,59800007-249a-4254-9b49-1991f5faeeff,,No,ffc6d3cd-cee5-48d4-9f4b-869de36ae730,ffc6d3cd-cee5-48d4-9f4b-869de36ae730,ffc6d3cd-cee5-48d4-9f4b-869de36ae730,No,Point,38.955523814,-76.699748884
Property Damage Crashes,MSP7871001V,Single Vehicle,Prince George's,Yes,No,No,,,,5076ff9e-089f-4184-a25d-38b9d6f238da,JOHN HANSON HWY (WB/L),No,772a9f21-f519-4ea9-be1d-25de5233d606,772a9f21-f519-4ea9-be1d-25de5233d606,772a9f21-f519-4ea9-be1d-25de5233d606,No,Point,38.946811319,-76.814231649
Property Damage Crashes,MSP7871001Q,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,*,CAPITAL BELTWAY (SB/L),No,*,*,*,No,Point,39.008718514,-76.900514263
Property Damage Crashes,MSP7865002Z,Front to Rear,Prince George's,Yes,No,No,,,,*,JOHN HANSON HWY (WB/L),No,*,*,*,No,Point,38.918218345,-76.929221640
Property Damage Crashes,MSP7865002Y,Front to Rear,Prince George's,No,No,No,,,,*,SANDY SPRING RD (WB/L),No,*,*,*,No,Point,39.099111655,-76.900635005
Property Damage Crashes,MSP7865002V,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,*,RIGGS RD,No,*,*,*,No,Point,38.986579472,-76.975936932
Property Damage Crashes,MSP7865002P,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,*,BALTIMORE AVE,No,*,*,*,No,Point,39.034854961,-76.907468716
Property Damage Crashes,MSP7865002N,"Sideswipe, Same Direction",Prince George's,Yes,No,No,,,,*,NO NAME (SB/L),No,*,*,*,No,Point,39.035297518,-76.940868266
Property Damage Crashes,MSP7865002M,Front to Rear,Prince George's,No,No,No,,,,*,RAMP 9 FR IS 595 WB TO MD 950 SB,No,*,*,*,No,Point,38.946339079,-76.849943885
Property Damage Crashes,MSP7865002L,Front to Rear,Prince George's,No,No,No,,,,*,LANDOVER RD,No,*,*,*,No,Point,38.930340747,-76.897402157
Property Damage Crashes,MSP7865002K,Single Vehicle,Prince George's,No,No,No,,,,6360e5bf-0e19-4368-8a2b-90d5cc9c6095,RAMP 4 FR IS 95 NB TO MD 295 EB,No,9da9c056-1749-4d76-9944-99d9407bed12,9da9c056-1749-4d76-9944-99d9407bed12,9da9c056-1749-4d76-9944-99d9407bed12,No,Point,38.989883265,-76.883830121
Property Damage Crashes,MSP7865002J,Single Vehicle,Prince George's,No,No,No,,,,29bc469d-6697-4d58-8532-9a8a584e214c,RAMP 5 FR IS 95 SB TO MD 295 EB,No,5946d80e-8266-4999-856d-2fb4275b51b3,5946d80e-8266-4999-856d-2fb4275b51b3,5946d80e-8266-4999-856d-2fb4275b51b3,No,Point,38.989821706,-76.885666300
Property Damage Crashes,MSP7865002H,Single Vehicle,Prince George's,No,No,No,,,,0c150236-7838-478c-8b0f-4682043bb3ea,RAMP 5 FR RAMP 8 (FR MD 202) TO US 50 EB,No,e787f590-4ab9-47a3-970c-78666aca5078,e787f590-4ab9-47a3-970c-78666aca5078,e787f590-4ab9-47a3-970c-78666aca5078,No,Point,38.927330976,-76.899927315
Property Damage Crashes,MSP7865002C,Single Vehicle,Prince George's,No,No,No,,,,69ac866e-85b7-49bf-a58f-2112aa88bb9d,NO NAME,No,62df5538-d30c-4a89-ba00-2ceaf42df629,62df5538-d30c-4a89-ba00-2ceaf42df629,62df5538-d30c-4a89-ba00-2ceaf42df629,No,Point,39.047593932,-76.931617828
Property Damage Crashes,MSP7865001X,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,38.992269335,-76.886396420
Property Damage Crashes,MSP7865001V,Front to Rear,Prince George's,No,No,No,,,,*,NO NAME (SB/L),No,*,*,*,No,Point,39.052555748,-76.929935303
Property Damage Crashes,MSP7865001S,"Sideswipe, Same Direction",Prince George's,Yes,No,No,,,,*,NO NAME,No,*,*,*,No,Point,39.039193197,-76.936936688
Property Damage Crashes,MSP7865001R,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,*,CAPITAL BELTWAY (SB/L),No,*,*,*,No,Point,38.994626148,-76.888747626
Property Damage Crashes,MSP7865001Q,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,*,NO NAME (SB/L),No,*,*,*,No,Point,39.021677027,-76.944776988
Property Damage Crashes,MSP7865001N,Front to Front,Prince George's,No,No,No,,,,*,,No,*,*,*,No,Point,39.034281117,-76.908027932
Property Damage Crashes,MSP7865001L,Front to Rear,Prince George's,No,No,No,,,,*,CAPITAL BELTWAY (SB/L),No,*,*,*,No,Point,38.987040071,-76.882130348
Property Damage Crashes,MSP7865001G,Front to Rear,Prince George's,No,No,No,,,,*,NO NAME,No,*,*,*,No,Point,39.090878837,-76.892312895
Property Damage Crashes,MSP7865001D,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,*,JOHN HANSON HWY (WB/L),No,*,*,*,No,Point,38.918265338,-76.929763486
Property Damage Crashes,MSP7865000V,"Sideswipe, Same Direction",Prince George's,Yes,No,No,,,,069e1149-bac8-4151-92fb-75ea2abd3dc5,QUEENS CHAPEL RD (WB/L),No,*,*,*,No,Point,38.946649619,-76.977139597
Property Damage Crashes,MSP7843003T,Single Vehicle,Prince George's,No,No,No,,,,3d2fbab5-5a28-4b4c-9f59-c659ade74cea,JOHN HANSON HWY,No,e78b1e3a-cbe8-4fab-be64-96ec1370720c,e78b1e3a-cbe8-4fab-be64-96ec1370720c,e78b1e3a-cbe8-4fab-be64-96ec1370720c,No,Point,38.943652953,-76.879470735
Property Damage Crashes,MSP7843003R,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,*,NO NAME,No,*,*,*,No,Point,39.062498700,-76.916015365
Property Damage Crashes,MSP7843003Q,Front to Rear,Prince George's,No,No,No,,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,38.984632242,-76.879043781
Property Damage Crashes,MSP7843003H,Single Vehicle,Prince George's,No,No,No,,,,f5c4f802-b7b3-486b-831a-88a855e53787,JOHN HANSON HWY (WB/L),No,2505d9a2-a602-4706-b50f-5b33d9a0099a,2505d9a2-a602-4706-b50f-5b33d9a0099a,2505d9a2-a602-4706-b50f-5b33d9a0099a,No,Point,38.952608332,-76.745999981
Property Damage Crashes,MSP7843003B,"Sideswipe, Same Direction",Prince George's,Yes,No,No,,,,*,JOHN HANSON HWY,No,*,*,*,No,Point,38.946143369,-76.848216502
Property Damage Crashes,MSP7843002Z,Single Vehicle,Prince George's,No,No,No,,,,3de9366b-9ddb-45da-82e8-1c90b3cbc25c,BALTIMORE AVE (SB/L),No,f0222349-9120-4b8b-b07e-2aa0b47bc561,f0222349-9120-4b8b-b07e-2aa0b47bc561,f0222349-9120-4b8b-b07e-2aa0b47bc561,No,Point,39.020074713,-76.926040661
Property Damage Crashes,MSP7843002Y,Other,Prince George's,No,No,No,,,,*,RAMP 8 FR IS 95X SB TO IS 495 WB,No,*,*,*,No,Point,39.022610720,-76.953535987
Property Damage Crashes,MSP7843002P,Other,Prince George's,No,No,No,,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,38.987621290,-76.882119438
Property Damage Crashes,MSP7843002L,Front to Rear,Prince George's,Yes,No,No,,,,*,NO NAME,Yes,*,*,*,No,Point,39.022896149,-76.942090435
Property Damage Crashes,MSP7843002J,Front to Rear,Prince George's,No,No,No,,,,*,RAMP 10 FR IS 495 EB TO IS 95 SB,No,*,*,*,No,Point,39.018218360,-76.927933584
Property Damage Crashes,MSP7843002H,Other,Prince George's,No,No,No,,,,*,CAPITAL BELTWAY (SB/L),Yes,*,*,*,No,Point,38.950339470,-76.861055980
Property Damage Crashes,MSP7843002D,Single Vehicle,Prince George's,No,No,No,,,,55c45a35-3206-4843-bb08-c4e56b916cd0,CAPITAL BELTWAY,No,ce1e1466-a2f2-4fcf-88b3-ffcd38b95014,ce1e1466-a2f2-4fcf-88b3-ffcd38b95014,ce1e1466-a2f2-4fcf-88b3-ffcd38b95014,No,Point,38.991370384,-76.885743036
Property Damage Crashes,MSP7843002B,Single Vehicle,Prince George's,No,No,No,,,,*,CAPITAL BELTWAY,No,bb4f4281-077e-4e32-bbd6-72974fc370b0,bb4f4281-077e-4e32-bbd6-72974fc370b0,bb4f4281-077e-4e32-bbd6-72974fc370b0,No,Point,38.947020012,-76.859163362
Property Damage Crashes,MSP7843001Z,Other,Prince George's,No,No,No,,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,38.996248332,-76.889563320
Property Damage Crashes,MSP7843001L,Single Vehicle,Prince George's,No,No,No,,,,49be9d60-acaa-4551-85a5-f9a03324f602,RAMP 7 FR IS 595 WB TO MD 704 SB,No,45e4cb6d-e498-4f3f-8508-9151ee44b27f,45e4cb6d-e498-4f3f-8508-9151ee44b27f,45e4cb6d-e498-4f3f-8508-9151ee44b27f,No,Point,38.947968577,-76.838794124
Property Damage Crashes,MSP7843001K,Other,Prince George's,No,No,No,,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,39.018561143,-76.915693062
Property Damage Crashes,MSP7843001J,Front to Rear,Prince George's,No,No,No,,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,38.952003343,-76.861866676
Property Damage Crashes,MSP7843001H,Single Vehicle,Prince George's,No,No,No,a2faa625-292b-4fe7-9684-8fefcaf86fe0,,,a2faa625-292b-4fe7-9684-8fefcaf86fe0,JOHN HANSON HWY (WB/L),No,a8470b43-ef75-47c2-9cfa-0108481b4dfc,a8470b43-ef75-47c2-9cfa-0108481b4dfc,a8470b43-ef75-47c2-9cfa-0108481b4dfc,No,Point,38.932768994,-76.894446876
Property Damage Crashes,MSP7843001F,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,*,RAMP 7 FR IS 95 WB TO US 1 SB,No,*,*,*,No,Point,39.018439487,-76.922111948
Property Damage Crashes,MSP7843000Z,Angle,Prince George's,No,No,No,,,,*,BALTIMORE AVE,No,*,*,*,No,Point,39.030651667,-76.913406645
Property Damage Crashes,MSP7843000V,Front to Rear,Prince George's,No,No,No,,,,*,NO NAME,No,*,*,*,No,Point,39.104192567,-76.887291531
Property Damage Crashes,MSP7843000N,Single Vehicle,Prince George's,No,No,No,,,,23867630-02b1-4fcf-8fae-d21320ffb67b,CAPITAL BELTWAY,No,e51ccf16-5ba0-4596-8ee0-fe72a68ec356,e51ccf16-5ba0-4596-8ee0-fe72a68ec356,e51ccf16-5ba0-4596-8ee0-fe72a68ec356,No,Point,39.018889907,-76.960500558
Property Damage Crashes,MSP7839006F,Single Vehicle,Prince George's,No,No,No,b3389ab6-0dc8-4924-beee-7df2c1fcab96,,,b3389ab6-0dc8-4924-beee-7df2c1fcab96,CRAIN HWY (SB/L),No,1beeecf0-d31d-4129-bdae-1e04cf48805e,1beeecf0-d31d-4129-bdae-1e04cf48805e,1beeecf0-d31d-4129-bdae-1e04cf48805e,No,Point,38.919010024,-76.717603326
Property Damage Crashes,MSP7839006D,Single Vehicle,Prince George's,No,No,No,c140ffc5-929c-423f-9338-64d05b263169,,,c140ffc5-929c-423f-9338-64d05b263169,RAMP 5 FR MD 202 SB TO MD 214 EB,No,4e77a62b-b0c0-411c-95c1-e3d528d02dbd,4e77a62b-b0c0-411c-95c1-e3d528d02dbd,4e77a62b-b0c0-411c-95c1-e3d528d02dbd,No,Point,38.896680026,-76.833503361
Property Damage Crashes,MSP7839006C,Front to Rear,Prince George's,No,No,No,1244e0a4-a3fa-4b44-b51f-7c37c250013a,,,*,CAPITAL BELTWAY (SB/L),No,*,*,*,No,Point,38.921446682,-76.852938358
Property Damage Crashes,MSP7839005Z,Front to Rear,Prince George's,No,No,No,,,,*,LANDOVER RD (SB/L),No,*,*,*,No,Point,38.917170006,-76.848589394
Property Damage Crashes,MSP7839005Y,Single Vehicle,Prince George's,No,No,No,,,,388ad9a3-4ec3-4966-944c-e6270e0ac409,CRAIN HWY,No,1fe50171-755f-40ca-999a-3518059aca8c,1fe50171-755f-40ca-999a-3518059aca8c,1fe50171-755f-40ca-999a-3518059aca8c,No,Point,38.694235536,-76.871955360
Property Damage Crashes,MSP7839005W,Front to Rear,Prince George's,No,No,No,fbc2d16e-611c-46e0-a15a-6992ba9a29f5,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,38.818169997,-76.909715027
Property Damage Crashes,MSP7839005V,"Sideswipe, Same Direction",Prince George's,No,No,No,e77534f6-95b4-46a7-b9e2-e2266958e147,,,*,CAPITAL BELTWAY (SB/L),No,*,*,*,No,Point,38.808807044,-76.969971270
